dataset,task,mechanism,rate,imputer,model,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,imp_mae_num_mean,imp_mae_num_std,imp_rmse_num_mean,imp_rmse_num_std,imp_acc_cat_mean,imp_acc_cat_std
bank_marketing,classification,MAR,0.15,knn_5,logistic_regression,0.8235,0.0067,0.6966,0.0078,0.8469,0.0052,,,,,,,277.824,28.7492,507.0618,56.2168,0.5652,0.0697
bank_marketing,classification,MAR,0.15,knn_5,random_forest,0.8435,0.007,0.7217,0.0093,0.8627,0.0056,,,,,,,277.824,28.7492,507.0618,56.2168,0.5652,0.0697
bank_marketing,classification,MAR,0.15,knn_7,lightgbm,0.8468,0.0078,0.732,0.0074,0.8663,0.0058,,,,,,,271.2712,26.8832,496.7888,53.1326,0.5652,0.0697
bank_marketing,classification,MAR,0.15,knn_7,logistic_regression,0.8236,0.0069,0.6973,0.0079,0.8471,0.0053,,,,,,,271.2712,26.8832,496.7888,53.1326,0.5652,0.0697
bank_marketing,classification,MAR,0.15,knn_7,random_forest,0.8409,0.0109,0.7188,0.0159,0.8607,0.009,,,,,,,271.2712,26.8832,496.7888,53.1326,0.5652,0.0697
bank_marketing,classification,MAR,0.15,miceforest,lightgbm,0.8165,0.008,0.6945,0.0089,0.8424,0.0062,,,,,,,327.2863,33.535,640.8558,54.8617,0.0,0.0
bank_marketing,classification,MAR,0.15,miceforest,logistic_regression,0.7663,0.0319,0.633,0.0251,0.8022,0.0238,,,,,,,327.2863,33.535,640.8558,54.8617,0.0,0.0
bank_marketing,classification,MAR,0.15,miceforest,random_forest,0.835,0.0053,0.6991,0.0052,0.854,0.0037,,,,,,,327.2863,33.535,640.8558,54.8617,0.0,0.0
bank_marketing,classification,MAR,0.15,simple_const,lightgbm,0.8488,0.0074,0.7359,0.0071,0.8682,0.0055,,,,,,,255.7188,14.7003,527.616,51.4094,0.5652,0.0697
bank_marketing,classification,MAR,0.15,simple_const,logistic_regression,0.8208,0.0101,0.6937,0.0153,0.8448,0.0084,,,,,,,255.7188,14.7003,527.616,51.4094,0.5652,0.0697
bank_marketing,classification,MAR,0.15,simple_const,random_forest,0.8461,0.0101,0.7256,0.0128,0.8649,0.008,,,,,,,255.7188,14.7003,527.616,51.4094,0.5652,0.0697
bank_marketing,classification,MAR,0.15,simple_freq,lightgbm,0.8468,0.0115,0.7331,0.0112,0.8666,0.0086,,,,,,,237.7826,14.5136,512.289,50.4196,0.5652,0.0697
bank_marketing,classification,MAR,0.15,simple_freq,logistic_regression,0.8247,0.0099,0.6978,0.0133,0.8478,0.008,,,,,,,237.7826,14.5136,512.289,50.4196,0.5652,0.0697
bank_marketing,classification,MAR,0.15,simple_freq,random_forest,0.8408,0.0047,0.7192,0.007,0.8607,0.0039,,,,,,,237.7826,14.5136,512.289,50.4196,0.5652,0.0697
bank_marketing,classification,MAR,0.15,simple_mean,lightgbm,0.8463,0.0069,0.7328,0.0061,0.8662,0.005,,,,,,,255.915,7.6399,462.7459,52.7839,0.5652,0.0697
bank_marketing,classification,MAR,0.15,simple_mean,logistic_regression,0.8261,0.0082,0.6999,0.0091,0.8489,0.0063,,,,,,,255.915,7.6399,462.7459,52.7839,0.5652,0.0697
bank_marketing,classification,MAR,0.15,simple_mean,random_forest,0.8398,0.0112,0.7206,0.0113,0.8604,0.0083,,,,,,,255.915,7.6399,462.7459,52.7839,0.5652,0.0697
bank_marketing,classification,MAR,0.15,simple_median,lightgbm,0.8476,0.0075,0.7336,0.0068,0.8671,0.0055,,,,,,,215.7438,11.1846,484.5222,52.7413,0.5652,0.0697
bank_marketing,classification,MAR,0.15,simple_median,logistic_regression,0.8257,0.0088,0.6992,0.0104,0.8486,0.0069,,,,,,,215.7438,11.1846,484.5222,52.7413,0.5652,0.0697
bank_marketing,classification,MAR,0.15,simple_median,random_forest,0.8376,0.0114,0.7171,0.0128,0.8585,0.0088,,,,,,,215.7438,11.1846,484.5222,52.7413,0.5652,0.0697
bank_marketing,classification,MAR,0.2,dropna,lightgbm,0.8801,0.0208,0.6824,0.054,0.8627,0.0344,,,,,,,,,,,,
bank_marketing,classification,MAR,0.2,dropna,logistic_regression,0.8328,0.0627,0.7149,0.061,0.8467,0.0558,,,,,,,,,,,,
bank_marketing,classification,MAR,0.2,dropna,random_forest,0.8976,0.0456,0.6775,0.146,0.8676,0.0701,,,,,,,,,,,,
bank_marketing,classification,MAR,0.2,iterative,lightgbm,0.8445,0.0055,0.7316,0.0074,0.865,0.0044,,,,,,,257.9981,1.6761,500.3405,29.0925,0.5778,0.0331
bank_marketing,classification,MAR,0.2,iterative,logistic_regression,0.8258,0.0097,0.7015,0.0113,0.8491,0.0075,,,,,,,257.9981,1.6761,500.3405,29.0925,0.5778,0.0331
bank_marketing,classification,MAR,0.2,iterative,random_forest,0.8422,0.0042,0.7219,0.008,0.862,0.0037,,,,,,,257.9981,1.6761,500.3405,29.0925,0.5778,0.0331
bank_marketing,classification,MAR,0.2,knn_3,lightgbm,0.8391,0.0071,0.7217,0.0101,0.8602,0.0059,,,,,,,276.1246,32.9205,547.0033,23.8413,0.5778,0.0331
bank_marketing,classification,MAR,0.2,knn_3,logistic_regression,0.8196,0.0043,0.6941,0.0058,0.8442,0.0035,,,,,,,276.1246,32.9205,547.0033,23.8413,0.5778,0.0331
bank_marketing,classification,MAR,0.2,knn_3,random_forest,0.8271,0.01,0.7027,0.0107,0.85,0.0076,,,,,,,276.1246,32.9205,547.0033,23.8413,0.5778,0.0331
bank_marketing,classification,MAR,0.2,knn_5,lightgbm,0.8422,0.0038,0.725,0.0061,0.8625,0.0032,,,,,,,266.9281,26.273,532.099,26.5741,0.5778,0.0331
bank_marketing,classification,MAR,0.2,knn_5,logistic_regression,0.8201,0.0057,0.6949,0.0073,0.8446,0.0045,,,,,,,266.9281,26.273,532.099,26.5741,0.5778,0.0331
bank_marketing,classification,MAR,0.2,knn_5,random_forest,0.8322,0.0045,0.7077,0.005,0.8538,0.0034,,,,,,,266.9281,26.273,532.099,26.5741,0.5778,0.0331
bank_marketing,classification,MAR,0.2,knn_7,lightgbm,0.8442,0.006,0.7286,0.0087,0.8643,0.0049,,,,,,,263.2385,24.1537,525.9272,28.0634,0.5778,0.0331
bank_marketing,classification,MAR,0.2,knn_7,logistic_regression,0.8207,0.0069,0.695,0.0085,0.845,0.0055,,,,,,,263.2385,24.1537,525.9272,28.0634,0.5778,0.0331
bank_marketing,classification,MAR,0.2,knn_7,random_forest,0.8318,0.006,0.7079,0.0074,0.8536,0.0047,,,,,,,263.2385,24.1537,525.9272,28.0634,0.5778,0.0331
bank_marketing,classification,MAR,0.2,miceforest,lightgbm,0.8105,0.0103,0.6859,0.0096,0.8374,0.0077,,,,,,,316.884,24.9318,632.3202,47.8676,0.0,0.0
bank_marketing,classification,MAR,0.2,miceforest,logistic_regression,0.7594,0.0282,0.6273,0.0186,0.7971,0.0207,,,,,,,316.884,24.9318,632.3202,47.8676,0.0,0.0
bank_marketing,classification,MAR,0.2,miceforest,random_forest,0.8279,0.0079,0.6895,0.0095,0.8483,0.0061,,,,,,,316.884,24.9318,632.3202,47.8676,0.0,0.0
bank_marketing,classification,MAR,0.2,simple_const,lightgbm,0.8486,0.0065,0.7361,0.0078,0.8681,0.0051,,,,,,,267.6133,16.5135,571.1916,32.6736,0.5778,0.0331
bank_marketing,classification,MAR,0.2,simple_const,logistic_regression,0.8226,0.0078,0.699,0.0095,0.8467,0.0061,,,,,,,267.6133,16.5135,571.1916,32.6736,0.5778,0.0331
bank_marketing,classification,MAR,0.2,simple_const,random_forest,0.8505,0.0028,0.7306,0.0031,0.8683,0.0021,,,,,,,267.6133,16.5135,571.1916,32.6736,0.5778,0.0331
bank_marketing,classification,MAR,0.2,simple_freq,lightgbm,0.846,0.0105,0.7328,0.0133,0.866,0.0083,,,,,,,250.5414,17.3512,557.0221,33.8478,0.5778,0.0331
bank_marketing,classification,MAR,0.2,simple_freq,logistic_regression,0.8265,0.0077,0.7011,0.0103,0.8494,0.0062,,,,,,,250.5414,17.3512,557.0221,33.8478,0.5778,0.0331
bank_marketing,classification,MAR,0.2,simple_freq,random_forest,0.8384,0.0085,0.7172,0.0101,0.859,0.0066,,,,,,,250.5414,17.3512,557.0221,33.8478,0.5778,0.0331
bank_marketing,classification,MAR,0.2,simple_mean,lightgbm,0.8495,0.007,0.738,0.0098,0.8689,0.0057,,,,,,,262.8107,3.934,503.0918,30.1796,0.5778,0.0331
bank_marketing,classification,MAR,0.2,simple_mean,logistic_regression,0.8257,0.009,0.7012,0.0105,0.8489,0.007,,,,,,,262.8107,3.934,503.0918,30.1796,0.5778,0.0331
bank_marketing,classification,MAR,0.2,simple_mean,random_forest,0.8463,0.0057,0.7268,0.0092,0.8652,0.0048,,,,,,,262.8107,3.934,503.0918,30.1796,0.5778,0.0331
bank_marketing,classification,MAR,0.2,simple_median,lightgbm,0.8493,0.0069,0.7366,0.0089,0.8686,0.0055,,,,,,,226.1872,12.0218,528.7559,32.6944,0.5778,0.0331
bank_marketing,classification,MAR,0.2,simple_median,logistic_regression,0.8275,0.008,0.7024,0.0101,0.8502,0.0064,,,,,,,226.1872,12.0218,528.7559,32.6944,0.5778,0.0331
bank_marketing,classification,MAR,0.2,simple_median,random_forest,0.8419,0.0077,0.7206,0.0093,0.8616,0.006,,,,,,,226.1872,12.0218,528.7559,32.6944,0.5778,0.0331
bank_marketing,classification,MAR,0.25,dropna,lightgbm,0.8048,0.2674,0.6036,0.3507,0.7356,0.354,,,,,,,,,,,,
bank_marketing,classification,MAR,0.25,dropna,logistic_regression,0.9286,0.101,0.7308,0.3807,0.922,0.1103,,,,,,,,,,,,
bank_marketing,classification,MAR,0.25,dropna,random_forest,0.8048,0.2674,0.6036,0.3507,0.7356,0.354,,,,,,,,,,,,
bank_marketing,classification,MAR,0.25,iterative,lightgbm,0.8503,0.0048,0.7364,0.0065,0.8691,0.0039,,,,,,,281.1152,48.108,537.1584,125.4983,0.542,0.0207
bank_marketing,classification,MAR,0.25,iterative,logistic_regression,0.8226,0.0088,0.6978,0.0135,0.8466,0.0074,,,,,,,281.1152,48.108,537.1584,125.4983,0.542,0.0207
bank_marketing,classification,MAR,0.25,iterative,random_forest,0.851,0.0048,0.7299,0.008,0.8685,0.0041,,,,,,,281.1152,48.108,537.1584,125.4983,0.542,0.0207
bank_marketing,classification,MAR,0.25,knn_3,lightgbm,0.8451,0.008,0.7277,0.0102,0.8646,0.0064,,,,,,,275.9305,90.6682,564.2121,147.4974,0.542,0.0207
bank_marketing,classification,MAR,0.25,knn_3,logistic_regression,0.8122,0.0051,0.6874,0.0098,0.8387,0.0045,,,,,,,275.9305,90.6682,564.2121,147.4974,0.542,0.0207
bank_marketing,classification,MAR,0.25,knn_3,random_forest,0.8497,0.0047,0.7258,0.0067,0.867,0.0037,,,,,,,275.9305,90.6682,564.2121,147.4974,0.542,0.0207
bank_marketing,classification,MAR,0.25,knn_5,lightgbm,0.848,0.0078,0.7313,0.0097,0.8669,0.0061,,,,,,,269.3576,88.3428,553.4401,143.829,0.542,0.0207
bank_marketing,classification,MAR,0.25,knn_5,logistic_regression,0.8145,0.0084,0.69,0.0131,0.8405,0.0071,,,,,,,269.3576,88.3428,553.4401,143.829,0.542,0.0207
bank_marketing,classification,MAR,0.25,knn_5,random_forest,0.8522,0.0044,0.7302,0.0083,0.8692,0.0039,,,,,,,269.3576,88.3428,553.4401,143.829,0.542,0.0207
bank_marketing,classification,MAR,0.25,knn_7,lightgbm,0.8512,0.0046,0.7361,0.0048,0.8696,0.0035,,,,,,,265.8488,86.2896,548.7261,141.6247,0.542,0.0207
bank_marketing,classification,MAR,0.25,knn_7,logistic_regression,0.8163,0.0081,0.6915,0.0131,0.8418,0.0069,,,,,,,265.8488,86.2896,548.7261,141.6247,0.542,0.0207
bank_marketing,classification,MAR,0.25,knn_7,random_forest,0.8539,0.0054,0.7332,0.0075,0.8707,0.0044,,,,,,,265.8488,86.2896,548.7261,141.6247,0.542,0.0207
bank_marketing,classification,MAR,0.25,miceforest,lightgbm,0.8001,0.0059,0.6746,0.004,0.8294,0.0041,,,,,,,344.4387,67.3938,689.7063,110.5709,0.0,0.0
bank_marketing,classification,MAR,0.25,miceforest,logistic_regression,0.7524,0.0149,0.6178,0.0145,0.7915,0.0114,,,,,,,344.4387,67.3938,689.7063,110.5709,0.0,0.0
bank_marketing,classification,MAR,0.25,miceforest,random_forest,0.8286,0.0112,0.6841,0.0085,0.8477,0.0072,,,,,,,344.4387,67.3938,689.7063,110.5709,0.0,0.0
bank_marketing,classification,MAR,0.25,simple_const,lightgbm,0.8517,0.0103,0.7385,0.0113,0.8703,0.0079,,,,,,,276.163,87.6311,592.612,151.1809,0.542,0.0207
bank_marketing,classification,MAR,0.25,simple_const,logistic_regression,0.8195,0.0101,0.6961,0.0154,0.8444,0.0085,,,,,,,276.163,87.6311,592.612,151.1809,0.542,0.0207
bank_marketing,classification,MAR,0.25,simple_const,random_forest,0.8535,0.0045,0.7336,0.0076,0.8705,0.0038,,,,,,,276.163,87.6311,592.612,151.1809,0.542,0.0207
bank_marketing,classification,MAR,0.25,simple_freq,lightgbm,0.8527,0.0078,0.7383,0.0099,0.8708,0.0062,,,,,,,258.631,87.8589,578.0208,150.8575,0.542,0.0207
bank_marketing,classification,MAR,0.25,simple_freq,logistic_regression,0.8211,0.0107,0.6972,0.0154,0.8456,0.0088,,,,,,,258.631,87.8589,578.0208,150.8575,0.542,0.0207
bank_marketing,classification,MAR,0.25,simple_freq,random_forest,0.8531,0.004,0.7329,0.006,0.8702,0.0032,,,,,,,258.631,87.8589,578.0208,150.8575,0.542,0.0207
bank_marketing,classification,MAR,0.25,simple_mean,lightgbm,0.8539,0.0066,0.7401,0.007,0.8719,0.005,,,,,,,281.4797,54.263,530.0039,135.088,0.542,0.0207
bank_marketing,classification,MAR,0.25,simple_mean,logistic_regression,0.8223,0.0097,0.6977,0.0142,0.8464,0.008,,,,,,,281.4797,54.263,530.0039,135.088,0.542,0.0207
bank_marketing,classification,MAR,0.25,simple_mean,random_forest,0.8496,0.0079,0.7305,0.0109,0.8677,0.0064,,,,,,,281.4797,54.263,530.0039,135.088,0.542,0.0207
bank_marketing,classification,MAR,0.25,simple_median,lightgbm,0.8517,0.0059,0.7375,0.0075,0.8701,0.0047,,,,,,,240.0952,83.7358,549.1879,146.9441,0.542,0.0207
bank_marketing,classification,MAR,0.25,simple_median,logistic_regression,0.8252,0.0088,0.7017,0.0134,0.8487,0.0073,,,,,,,240.0952,83.7358,549.1879,146.9441,0.542,0.0207
bank_marketing,classification,MAR,0.25,simple_median,random_forest,0.8527,0.003,0.7324,0.0052,0.8698,0.0026,,,,,,,240.0952,83.7358,549.1879,146.9441,0.542,0.0207
bank_marketing,classification,MAR,0.3,dropna,lightgbm,0.9286,0.101,0.8939,0.15,0.9286,0.101,,,,,,,,,,,,
bank_marketing,classification,MAR,0.3,dropna,logistic_regression,0.8452,0.0168,0.6212,0.2357,0.8831,0.0367,,,,,,,,,,,,
bank_marketing,classification,MAR,0.3,dropna,random_forest,0.9286,0.101,0.8542,0.2062,0.9137,0.1221,,,,,,,,,,,,
bank_marketing,classification,MAR,0.3,iterative,lightgbm,0.8442,0.0039,0.7242,0.0082,0.8635,0.0036,,,,,,,251.4605,9.3094,458.609,37.5738,0.5284,0.0383
bank_marketing,classification,MAR,0.3,iterative,logistic_regression,0.812,0.0106,0.6792,0.0108,0.8373,0.008,,,,,,,251.4605,9.3094,458.609,37.5738,0.5284,0.0383
bank_marketing,classification,MAR,0.3,iterative,random_forest,0.836,0.0004,0.7088,0.004,0.8562,0.0008,,,,,,,251.4605,9.3094,458.609,37.5738,0.5284,0.0383
bank_marketing,classification,MAR,0.3,knn_3,lightgbm,0.8314,0.0043,0.7066,0.0064,0.8532,0.0035,,,,,,,283.3826,12.5218,545.2605,32.2226,0.5284,0.0383
bank_marketing,classification,MAR,0.3,knn_3,logistic_regression,0.8012,0.0056,0.668,0.007,0.8291,0.0044,,,,,,,283.3826,12.5218,545.2605,32.2226,0.5284,0.0383
bank_marketing,classification,MAR,0.3,knn_3,random_forest,0.8311,0.0067,0.6997,0.0083,0.8519,0.0052,,,,,,,283.3826,12.5218,545.2605,32.2226,0.5284,0.0383
bank_marketing,classification,MAR,0.3,knn_5,lightgbm,0.8366,0.0038,0.713,0.0043,0.8573,0.0028,,,,,,,269.9853,10.333,513.8222,32.4386,0.5284,0.0383
bank_marketing,classification,MAR,0.3,knn_5,logistic_regression,0.8049,0.0039,0.6723,0.0053,0.832,0.0031,,,,,,,269.9853,10.333,513.8222,32.4386,0.5284,0.0383
bank_marketing,classification,MAR,0.3,knn_5,random_forest,0.8379,0.0104,0.7078,0.011,0.8571,0.0078,,,,,,,269.9853,10.333,513.8222,32.4386,0.5284,0.0383
bank_marketing,classification,MAR,0.3,knn_7,lightgbm,0.837,0.0032,0.7143,0.0038,0.8577,0.0022,,,,,,,264.1385,10.9346,501.7385,33.0966,0.5284,0.0383
bank_marketing,classification,MAR,0.3,knn_7,logistic_regression,0.8055,0.0053,0.6734,0.0067,0.8325,0.0042,,,,,,,264.1385,10.9346,501.7385,33.0966,0.5284,0.0383
bank_marketing,classification,MAR,0.3,knn_7,random_forest,0.8334,0.0079,0.7038,0.0096,0.8539,0.0062,,,,,,,264.1385,10.9346,501.7385,33.0966,0.5284,0.0383
bank_marketing,classification,MAR,0.3,miceforest,lightgbm,0.7935,0.0077,0.662,0.0055,0.8235,0.0055,,,,,,,320.7298,15.6766,640.7421,32.6658,0.0,0.0
bank_marketing,classification,MAR,0.3,miceforest,logistic_regression,0.7462,0.0089,0.6057,0.0028,0.7859,0.006,,,,,,,320.7298,15.6766,640.7421,32.6658,0.0,0.0
bank_marketing,classification,MAR,0.3,miceforest,random_forest,0.8235,0.0133,0.6716,0.0058,0.8426,0.0085,,,,,,,320.7298,15.6766,640.7421,32.6658,0.0,0.0
bank_marketing,classification,MAR,0.3,simple_const,lightgbm,0.8464,0.0064,0.7283,0.0093,0.8655,0.0052,,,,,,,234.1238,10.5001,514.3343,39.7442,0.5284,0.0383
bank_marketing,classification,MAR,0.3,simple_const,logistic_regression,0.8082,0.0088,0.6791,0.0156,0.835,0.0077,,,,,,,234.1238,10.5001,514.3343,39.7442,0.5284,0.0383
bank_marketing,classification,MAR,0.3,simple_const,random_forest,0.8338,0.0142,0.7091,0.0139,0.8549,0.0104,,,,,,,234.1238,10.5001,514.3343,39.7442,0.5284,0.0383
bank_marketing,classification,MAR,0.3,simple_freq,lightgbm,0.8423,0.0053,0.7223,0.0062,0.8622,0.0039,,,,,,,216.058,12.3836,499.5021,41.3013,0.5284,0.0383
bank_marketing,classification,MAR,0.3,simple_freq,logistic_regression,0.8162,0.0064,0.6849,0.0113,0.8407,0.0056,,,,,,,216.058,12.3836,499.5021,41.3013,0.5284,0.0383
bank_marketing,classification,MAR,0.3,simple_freq,random_forest,0.8357,0.0071,0.7109,0.0047,0.8564,0.0048,,,,,,,216.058,12.3836,499.5021,41.3013,0.5284,0.0383
bank_marketing,classification,MAR,0.3,simple_mean,lightgbm,0.8466,0.0025,0.728,0.005,0.8656,0.002,,,,,,,255.6265,5.132,457.8237,38.6789,0.5284,0.0383
bank_marketing,classification,MAR,0.3,simple_mean,logistic_regression,0.8143,0.0091,0.6823,0.0096,0.8392,0.0069,,,,,,,255.6265,5.132,457.8237,38.6789,0.5284,0.0383
bank_marketing,classification,MAR,0.3,simple_mean,random_forest,0.8335,0.0066,0.7082,0.003,0.8546,0.0042,,,,,,,255.6265,5.132,457.8237,38.6789,0.5284,0.0383
bank_marketing,classification,MAR,0.3,simple_median,lightgbm,0.8432,0.0075,0.7237,0.0061,0.8629,0.0053,,,,,,,199.969,11.516,472.2811,41.1347,0.5284,0.0383
bank_marketing,classification,MAR,0.3,simple_median,logistic_regression,0.8192,0.0075,0.6873,0.0109,0.8428,0.0062,,,,,,,199.969,11.516,472.2811,41.1347,0.5284,0.0383
bank_marketing,classification,MAR,0.3,simple_median,random_forest,0.8362,0.002,0.7102,0.0038,0.8566,0.0009,,,,,,,199.969,11.516,472.2811,41.1347,0.5284,0.0383
bank_marketing,classification,MCAR,0.01,dropna,lightgbm,0.8278,0.0084,0.7865,0.0073,0.8343,0.0081,,,,,,,,,,,,
bank_marketing,classification,MCAR,0.01,dropna,logistic_regression,0.8106,0.0068,0.7705,0.0092,0.8194,0.0064,,,,,,,,,,,,
bank_marketing,classification,MCAR,0.01,dropna,random_forest,0.8233,0.0063,0.7749,0.0065,0.8281,0.0061,,,,,,,,,,,,
bank_marketing,classification,MCAR,0.01,iterative,lightgbm,0.8554,0.0018,0.7488,0.0004,0.8741,0.0011,,,,,,,262.2156,16.6906,554.8673,160.1753,0.5465,0.0062
bank_marketing,classification,MCAR,0.01,iterative,logistic_regression,0.8395,0.0064,0.7216,0.009,0.8604,0.0052,,,,,,,262.2156,16.6906,554.8673,160.1753,0.5465,0.0062
bank_marketing,classification,MCAR,0.01,iterative,random_forest,0.8418,0.0008,0.7284,0.0021,0.8628,0.0007,,,,,,,262.2156,16.6906,554.8673,160.1753,0.5465,0.0062
bank_marketing,classification,MCAR,0.01,knn_3,lightgbm,0.8548,0.0009,0.7484,0.0023,0.8737,0.0008,,,,,,,353.4316,131.9582,624.7,183.3045,0.5465,0.0062
bank_marketing,classification,MCAR,0.01,knn_3,logistic_regression,0.8393,0.0061,0.7217,0.0087,0.8603,0.005,,,,,,,353.4316,131.9582,624.7,183.3045,0.5465,0.0062
bank_marketing,classification,MCAR,0.01,knn_3,random_forest,0.8405,0.0036,0.7272,0.0046,0.8619,0.0029,,,,,,,353.4316,131.9582,624.7,183.3045,0.5465,0.0062
bank_marketing,classification,MCAR,0.01,knn_5,lightgbm,0.8524,0.0019,0.7447,0.0014,0.8717,0.0012,,,,,,,319.5918,95.5091,591.0548,169.7726,0.5465,0.0062
bank_marketing,classification,MCAR,0.01,knn_5,logistic_regression,0.8391,0.006,0.7214,0.0086,0.8601,0.0049,,,,,,,319.5918,95.5091,591.0548,169.7726,0.5465,0.0062
bank_marketing,classification,MCAR,0.01,knn_5,random_forest,0.8432,0.0047,0.7295,0.005,0.8639,0.0036,,,,,,,319.5918,95.5091,591.0548,169.7726,0.5465,0.0062
bank_marketing,classification,MCAR,0.01,knn_7,lightgbm,0.8543,0.002,0.7479,0.0009,0.8734,0.0013,,,,,,,307.9365,69.9808,585.6055,163.4805,0.5465,0.0062
bank_marketing,classification,MCAR,0.01,knn_7,logistic_regression,0.8392,0.0063,0.7215,0.009,0.8602,0.0052,,,,,,,307.9365,69.9808,585.6055,163.4805,0.5465,0.0062
bank_marketing,classification,MCAR,0.01,knn_7,random_forest,0.8395,0.0007,0.726,0.0021,0.8611,0.0006,,,,,,,307.9365,69.9808,585.6055,163.4805,0.5465,0.0062
bank_marketing,classification,MCAR,0.01,miceforest,lightgbm,0.8508,0.0034,0.7423,0.003,0.8704,0.0025,,,,,,,331.5364,19.9707,683.9233,103.2414,0.0,0.0
bank_marketing,classification,MCAR,0.01,miceforest,logistic_regression,0.8054,0.0049,0.6791,0.0044,0.8333,0.0036,,,,,,,331.5364,19.9707,683.9233,103.2414,0.0,0.0
bank_marketing,classification,MCAR,0.01,miceforest,random_forest,0.8508,0.005,0.7319,0.0063,0.8687,0.0039,,,,,,,331.5364,19.9707,683.9233,103.2414,0.0,0.0
bank_marketing,classification,MCAR,0.01,simple_const,lightgbm,0.8541,0.0027,0.7476,0.0022,0.8732,0.0018,,,,,,,258.3998,17.1354,620.5964,159.4612,0.5465,0.0062
bank_marketing,classification,MCAR,0.01,simple_const,logistic_regression,0.8395,0.0064,0.7219,0.0089,0.8604,0.0052,,,,,,,258.3998,17.1354,620.5964,159.4612,0.5465,0.0062
bank_marketing,classification,MCAR,0.01,simple_const,random_forest,0.8434,0.0017,0.7295,0.0008,0.864,0.0012,,,,,,,258.3998,17.1354,620.5964,159.4612,0.5465,0.0062
bank_marketing,classification,MCAR,0.01,simple_freq,lightgbm,0.8547,0.0028,0.7484,0.0027,0.8736,0.002,,,,,,,241.208,16.0741,606.0873,158.1986,0.5465,0.0062
bank_marketing,classification,MCAR,0.01,simple_freq,logistic_regression,0.8394,0.0061,0.7217,0.0087,0.8603,0.005,,,,,,,241.208,16.0741,606.0873,158.1986,0.5465,0.0062
bank_marketing,classification,MCAR,0.01,simple_freq,random_forest,0.8421,0.0026,0.7282,0.0018,0.863,0.0018,,,,,,,241.208,16.0741,606.0873,158.1986,0.5465,0.0062
bank_marketing,classification,MCAR,0.01,simple_mean,lightgbm,0.8557,0.0013,0.7494,0.0014,0.8744,0.0008,,,,,,,266.1815,17.111,558.7359,163.7198,0.5465,0.0062
bank_marketing,classification,MCAR,0.01,simple_mean,logistic_regression,0.8395,0.0064,0.7216,0.0091,0.8604,0.0053,,,,,,,266.1815,17.111,558.7359,163.7198,0.5465,0.0062
bank_marketing,classification,MCAR,0.01,simple_mean,random_forest,0.841,0.0028,0.7271,0.0032,0.8621,0.0021,,,,,,,266.1815,17.111,558.7359,163.7198,0.5465,0.0062
bank_marketing,classification,MCAR,0.01,simple_median,lightgbm,0.8544,0.0015,0.7472,0.0007,0.8733,0.0009,,,,,,,219.8674,17.0049,579.9065,162.9742,0.5465,0.0062
bank_marketing,classification,MCAR,0.01,simple_median,logistic_regression,0.8398,0.0061,0.7221,0.0087,0.8606,0.005,,,,,,,219.8674,17.0049,579.9065,162.9742,0.5465,0.0062
bank_marketing,classification,MCAR,0.01,simple_median,random_forest,0.8407,0.0029,0.7265,0.0041,0.8619,0.0023,,,,,,,219.8674,17.0049,579.9065,162.9742,0.5465,0.0062
bank_marketing,classification,MCAR,0.05,dropna,lightgbm,0.8355,0.0085,0.7925,0.0116,0.8403,0.0075,,,,,,,,,,,,
bank_marketing,classification,MCAR,0.05,dropna,logistic_regression,0.8153,0.012,0.7781,0.0096,0.824,0.0111,,,,,,,,,,,,
bank_marketing,classification,MCAR,0.05,dropna,random_forest,0.8393,0.009,0.7891,0.0097,0.8412,0.0081,,,,,,,,,,,,
bank_marketing,classification,MCAR,0.05,iterative,lightgbm,0.8503,0.0032,0.7419,0.0017,0.87,0.0021,,,,,,,250.7311,8.9368,446.3504,15.6721,0.5502,0.0034
bank_marketing,classification,MCAR,0.05,iterative,logistic_regression,0.8368,0.0035,0.7169,0.0064,0.858,0.0031,,,,,,,250.7311,8.9368,446.3504,15.6721,0.5502,0.0034
bank_marketing,classification,MCAR,0.05,iterative,random_forest,0.8389,0.0045,0.7218,0.0039,0.86,0.0032,,,,,,,250.7311,8.9368,446.3504,15.6721,0.5502,0.0034
